student_id,grade_level,age,gender,race_ethnicity,free_reduced_lunch,ell_status,iep_status,section_504,gifted_program,current_gpa,cumulative_gpa,gpa_trend,course_failures_total,grade_retained_ever,years_data_available,credits_earned,recent_Reading_Grade,recent_Math_Grade,recent_Science_Grade,recent_Social_Studies_Grade,recent_year_gpa,recent_ELA_Grade,recent_Elective1_Grade,recent_Elective2_Grade,recent_English_Grade,recent_PE_Grade,attendance_rate,chronic_absenteeism,tardiness_rate,behavior_score,disciplinary_incidents,suspensions,extracurricular_count,parent_engagement_level,technology_access,success_probability,current_success,risk_category,next_grade_success_pred,next_grade_success_prob,graduation_prediction,graduation_probability
12559,4,9,F,Hispanic,1,0,0,0,0,3.46,2.89,0.52,0,0,3,24,3.84,3.56,3.27,3.15,3.46,,,,,,0.778,1,0.045,1.0,0,0,1,2,1,0.947,1,Low Risk,1,0.95,,
12560,0,5,F,Hispanic,1,0,1,0,0,3.98,3.98,0.0,0,0,1,0,4.0,3.91,4.0,4.0,3.98,,,,,,0.925,0,0.048,0.875,0,0,1,2,1,0.95,1,Low Risk,1,0.873,,
12561,2,7,M,White,0,0,0,0,0,3.82,3.94,-0.18,0,0,3,12,3.58,4.0,3.72,4.0,3.82,,,,,,0.884,1,0.014,0.871,0,0,0,1,1,0.95,1,Low Risk,1,0.921,,
12562,8,13,M,Hispanic,0,0,0,0,0,3.88,3.86,0.11,0,0,3,48,,3.52,4.0,3.86,3.88,3.99,4.0,3.91,,,0.899,1,0.137,0.871,0,0,0,1,1,0.95,1,Low Risk,1,0.861,,
12563,5,10,M,Multi-racial,1,0,1,0,0,2.33,2.67,-0.81,0,0,3,30,2.37,2.46,2.01,2.49,2.33,,,,,,0.917,0,0.051,0.892,0,0,0,1,1,0.8,1,Medium Risk,1,0.856,,
12564,3,8,F,Hispanic,1,0,0,0,0,2.62,3.28,-0.96,0,0,3,18,2.68,2.51,2.9,2.4,2.62,,,,,,0.897,1,0.025,1.0,0,0,0,1,0,0.797,1,Medium Risk,1,0.783,,
12565,3,8,F,White,1,0,0,0,0,3.51,3.21,0.37,0,0,3,18,3.64,3.15,3.26,4.0,3.51,,,,,,0.813,1,0.0,0.934,1,1,0,2,1,0.925,1,Low Risk,1,0.905,,
12566,11,16,F,White,0,0,0,0,0,2.9,3.37,-0.86,0,0,3,66,,3.06,2.89,2.67,2.9,,3.19,2.5,3.19,2.83,0.99,0,0.0,0.917,0,0,0,0,1,0.947,1,Low Risk,1,0.933,1.0,0.95
12567,10,15,M,Hispanic,0,0,0,0,1,3.81,3.71,0.09,0,0,3,60,,3.56,3.86,3.63,3.81,,4.0,4.0,3.95,3.7,0.961,0,0.011,1.0,0,0,2,0,1,0.95,1,Low Risk,1,0.949,1.0,0.95
12568,3,8,F,Hispanic,0,0,0,0,0,3.93,3.46,1.35,0,0,3,18,4.0,3.72,4.0,4.0,3.93,,,,,,0.99,0,0.001,0.941,0,0,0,2,1,0.95,0,Low Risk,1,0.95,,
12569,6,11,F,Hispanic,0,0,0,1,0,2.25,3.28,-1.68,0,0,3,36,,2.49,2.44,2.42,2.25,1.97,1.81,2.39,,,0.963,0,0.037,0.826,0,0,0,1,1,0.891,0,Low Risk,0,0.861,,
12570,4,9,F,Black,1,0,0,0,0,2.68,2.82,-0.36,0,0,3,24,2.13,2.79,2.74,3.05,2.68,,,,,,0.854,1,0.007,0.993,0,0,0,0,1,0.743,1,Medium Risk,1,0.74,,
12571,7,11,F,White,0,1,1,0,0,3.28,2.99,0.5,0,0,3,42,,2.85,3.79,3.31,3.28,2.96,3.68,3.06,,,0.793,1,0.061,0.812,0,0,2,0,1,0.795,0,Medium Risk,1,0.829,,
12572,4,9,M,White,0,0,1,0,0,3.32,3.07,0.77,0,0,3,24,3.9,2.93,3.27,3.2,3.32,,,,,,0.99,0,0.028,0.99,0,0,0,0,1,0.95,1,Low Risk,1,0.908,,
12573,5,10,M,White,1,1,0,0,0,2.43,2.54,0.31,0,0,3,30,2.26,2.62,2.36,2.47,2.43,,,,,,0.762,1,0.027,0.798,0,0,0,1,1,0.648,1,Medium Risk,0,0.619,,
12574,9,14,F,Asian,0,0,0,0,0,3.2,3.5,-0.15,0,0,3,54,,3.55,3.46,3.14,3.2,,2.98,3.39,3.3,2.56,0.787,1,0.033,1.0,0,0,0,0,0,0.791,0,Medium Risk,1,0.701,1.0,0.911
12575,12,18,M,Black,0,0,0,0,0,3.13,2.77,0.32,0,0,3,72,,3.57,2.92,3.37,3.13,,3.1,2.82,3.13,2.98,0.881,1,0.034,0.799,0,0,0,0,1,0.869,0,Low Risk,1,0.878,1.0,0.95
12576,6,11,M,Black,0,0,0,0,0,3.46,3.53,-0.42,0,0,3,36,,4.0,3.44,3.7,3.46,3.12,3.01,3.47,,,0.739,1,0.035,1.0,0,0,2,0,1,0.926,1,Low Risk,1,0.916,,
12577,3,8,M,White,1,0,0,0,0,3.57,3.25,0.55,0,0,3,18,2.99,3.91,3.71,3.68,3.57,,,,,,0.99,0,0.005,0.927,0,0,0,0,1,0.95,1,Low Risk,1,0.95,,
12578,1,7,M,Multi-racial,1,0,1,0,0,3.37,2.92,0.89,0,0,2,6,3.39,3.74,2.98,3.38,3.37,,,,,,0.919,0,0.02,0.808,0,0,0,1,1,0.95,1,Low Risk,1,0.95,,
12579,11,16,F,Hispanic,1,0,0,0,0,2.33,2.59,-0.94,0,0,3,66,,2.37,2.38,2.15,2.33,,2.93,2.23,1.95,2.27,0.771,1,0.013,1.0,0,0,1,1,1,0.686,0,Medium Risk,1,0.689,1.0,0.719
12580,2,7,M,White,0,0,1,0,0,3.63,3.48,0.77,0,0,3,12,3.42,4.0,3.43,3.67,3.63,,,,,,0.86,1,0.064,0.955,0,0,0,1,1,0.95,1,Low Risk,1,0.95,,
12581,7,12,F,Black,1,1,0,0,0,3.3,2.5,1.33,0,0,3,42,,3.18,3.45,3.4,3.3,3.15,3.68,2.93,,,0.948,0,0.032,0.677,2,0,0,1,0,0.844,1,Low Risk,0,0.858,,
12582,2,7,F,White,1,0,1,0,0,1.97,2.27,-0.03,0,0,3,12,1.66,2.02,2.22,1.99,1.97,,,,,,0.903,0,0.011,0.782,0,0,0,1,1,0.771,1,Medium Risk,1,0.68,,
12583,1,5,F,White,0,0,0,0,0,3.77,3.32,0.89,0,0,2,6,4.0,4.0,3.4,3.67,3.77,,,,,,0.99,0,0.004,0.899,0,0,0,2,1,0.95,1,Low Risk,1,0.95,,
12584,2,7,F,Hispanic,0,0,1,0,0,3.24,3.24,-0.31,0,0,3,12,3.15,3.54,3.28,2.99,3.24,,,,,,0.93,0,0.002,0.97,1,0,0,2,0,0.95,1,Low Risk,1,0.95,,
12585,10,15,M,Hispanic,1,0,0,0,0,3.34,3.09,0.2,0,0,3,60,,3.42,2.89,3.51,3.34,,3.78,3.05,3.15,3.61,0.793,1,0.012,0.832,0,0,0,2,1,0.834,1,Low Risk,1,0.762,1.0,0.95
12586,8,13,M,Hispanic,0,0,1,0,0,3.47,2.9,0.95,0,0,3,48,,3.82,3.39,3.66,3.47,3.1,3.69,3.18,,,0.951,0,0.012,0.883,1,0,1,0,1,0.95,1,Low Risk,1,0.896,,
12587,8,13,F,Black,1,0,0,0,0,2.57,2.74,-0.07,0,0,3,48,,2.54,2.98,2.13,2.57,2.43,2.9,2.46,,,0.99,0,0.015,0.867,0,0,0,0,1,0.818,1,Low Risk,1,0.839,,
12588,4,9,M,Hispanic,1,1,0,0,0,2.84,2.49,0.88,0,0,3,24,2.6,3.08,3.08,2.62,2.84,,,,,,0.99,0,0.005,1.0,0,0,0,1,0,0.888,0,Low Risk,0,0.858,,
12589,1,6,M,Hispanic,1,0,0,0,0,3.42,3.44,-0.05,0,0,2,6,3.61,3.16,3.31,3.62,3.42,,,,,,0.99,0,0.001,1.0,0,0,0,0,1,0.95,0,Low Risk,1,0.95,,
12590,3,8,M,Hispanic,0,0,0,0,0,3.4,3.76,-0.6,0,0,3,18,3.44,3.29,3.5,3.37,3.4,,,,,,0.99,0,0.007,1.0,0,0,1,1,1,0.95,1,Low Risk,1,0.95,,
12591,4,9,M,White,1,0,0,1,0,3.05,3.41,-0.24,0,0,3,24,3.14,2.91,3.16,2.98,3.05,,,,,,0.9,0,0.024,0.941,0,0,0,1,1,0.95,1,Low Risk,1,0.95,,
12592,11,16,F,White,1,0,0,0,0,2.92,2.69,1.12,0,0,3,66,,2.25,2.86,3.24,2.92,,3.23,2.82,3.04,3.03,0.969,0,0.009,0.971,0,0,2,0,0,0.924,1,Low Risk,0,0.95,1.0,0.95
12593,9,14,F,White,1,1,0,0,0,1.52,2.11,-0.82,0,1,3,54,,1.71,1.28,1.2,1.52,,1.5,1.67,1.78,1.48,0.858,1,0.043,0.956,0,0,0,2,1,0.38,0,High Risk,0,0.29,1.0,0.332
12594,1,7,M,White,0,0,0,0,0,3.48,3.31,0.34,0,0,2,6,3.31,3.15,3.45,3.99,3.48,,,,,,0.99,0,0.023,1.0,0,0,1,1,0,0.95,1,Low Risk,1,0.95,,
12595,0,5,F,White,0,0,0,1,0,3.55,3.55,0.0,0,0,1,0,3.08,3.64,4.0,3.49,3.55,,,,,,0.99,0,0.025,0.857,1,0,1,2,1,0.95,1,Low Risk,1,0.95,,
12596,11,16,F,White,1,0,0,0,0,3.66,3.48,-0.26,0,0,3,66,,3.17,3.75,3.51,3.66,,4.0,3.74,3.76,3.72,0.9,1,0.072,0.781,0,0,2,0,0,0.914,0,Low Risk,1,0.933,1.0,0.95
12597,3,8,F,Black,0,0,0,0,0,2.85,3.61,-1.15,0,0,3,18,2.82,3.13,2.65,2.79,2.85,,,,,,0.876,1,0.171,1.0,0,0,0,1,1,0.905,1,Low Risk,1,0.924,,
12598,6,11,M,Hispanic,0,0,0,0,0,2.64,3.09,-0.81,0,0,3,36,,2.99,2.11,2.34,2.64,2.99,2.99,2.4,,,0.842,1,0.024,0.819,0,0,1,0,1,0.804,1,Low Risk,1,0.785,,
12599,9,14,F,Hispanic,1,0,0,0,0,3.13,2.41,0.61,0,0,3,54,,3.32,3.31,3.1,3.13,,2.96,3.3,2.75,3.15,0.896,1,0.068,0.896,0,0,1,1,1,0.803,1,Low Risk,1,0.789,1.0,0.916
12600,0,5,M,Hispanic,1,0,0,0,0,3.35,3.35,0.0,0,0,1,0,3.65,3.75,2.97,3.03,3.35,,,,,,0.929,0,0.017,1.0,0,0,1,2,1,0.95,1,Low Risk,1,0.95,,
12601,0,5,F,Black,0,0,0,0,0,2.41,2.41,0.0,0,0,1,0,2.55,2.4,2.53,2.17,2.41,,,,,,0.99,0,0.022,0.962,0,0,0,2,1,0.95,1,Low Risk,1,0.95,,
12602,11,15,M,White,1,0,0,0,0,2.59,2.98,-0.14,0,0,3,66,,2.54,2.63,3.09,2.59,,2.37,2.93,2.37,2.21,0.861,1,0.033,0.948,0,0,1,0,1,0.712,0,Medium Risk,1,0.75,0.0,0.771
12603,12,17,F,White,0,0,0,0,0,3.62,3.73,-0.1,0,0,3,72,,3.42,3.4,3.65,3.62,,3.3,3.93,4.0,3.64,0.886,1,0.024,0.832,0,0,0,0,1,0.944,1,Low Risk,1,0.9,1.0,0.95
12604,3,8,M,Other,1,0,0,0,0,2.54,2.94,-0.78,0,0,3,18,2.36,2.62,2.75,2.41,2.54,,,,,,0.987,0,0.043,0.929,0,0,0,1,1,0.912,1,Low Risk,1,0.851,,
12605,11,16,F,White,0,0,0,0,0,3.05,3.45,-0.67,0,0,3,66,,2.99,2.99,2.84,3.05,,3.55,2.86,3.08,3.03,0.862,1,0.013,1.0,0,0,0,1,1,0.871,1,Low Risk,1,0.879,1.0,0.95
12606,4,9,M,Multi-racial,0,0,0,0,0,3.53,3.66,-0.21,0,0,3,24,3.35,3.64,3.81,3.3,3.53,,,,,,0.99,0,0.036,1.0,0,0,1,1,1,0.95,1,Low Risk,1,0.886,,
12607,7,12,F,Hispanic,1,0,0,0,0,3.27,2.88,0.99,0,0,3,42,,3.04,3.25,3.21,3.27,3.86,2.95,3.3,,,0.881,1,0.083,0.872,0,0,1,1,1,0.85,1,Low Risk,1,0.872,,
12608,8,13,F,Hispanic,0,0,0,0,0,3.23,3.45,-0.05,0,0,3,48,,3.25,3.29,3.18,3.23,3.92,2.83,2.89,,,0.911,0,0.041,0.898,1,0,1,0,1,0.95,1,Low Risk,1,0.896,,
12609,6,12,M,Asian,0,1,0,0,0,3.54,3.05,1.16,0,0,3,36,,4.0,3.51,3.42,3.54,3.46,3.43,3.42,,,0.953,0,0.035,0.937,1,0,0,1,0,0.95,1,Low Risk,1,0.95,,
12610,4,10,M,Black,0,0,0,0,0,3.75,3.45,0.76,0,0,3,24,3.81,3.74,3.57,3.87,3.75,,,,,,0.99,0,0.026,0.925,0,0,0,1,1,0.95,0,Low Risk,1,0.926,,
12611,2,6,F,Hispanic,1,1,0,0,0,2.96,2.85,0.53,0,0,3,12,3.24,3.2,2.77,2.61,2.96,,,,,,0.887,1,0.008,0.834,0,0,0,1,1,0.795,1,Medium Risk,1,0.753,,
12612,6,11,M,White,0,1,0,0,0,3.53,3.02,0.49,0,0,3,36,,3.37,3.47,3.29,3.53,4.0,3.44,3.63,,,0.937,0,0.081,0.851,2,0,0,1,1,0.95,1,Low Risk,1,0.929,,
12613,2,6,F,White,1,0,0,1,0,2.8,3.04,-0.64,0,0,3,12,2.75,2.46,2.9,3.08,2.8,,,,,,0.842,1,0.057,0.766,0,0,1,1,1,0.848,1,Low Risk,0,0.764,,
12614,3,8,M,Hispanic,1,0,0,0,0,1.86,2.78,-1.82,0,0,3,18,1.7,1.93,1.76,2.05,1.86,,,,,,0.807,1,0.158,0.929,0,0,0,0,0,0.466,1,High Risk,1,0.539,,
12615,12,17,M,White,0,0,0,0,1,2.98,3.43,-0.66,0,0,3,72,,2.78,2.78,3.12,2.98,,2.84,2.99,2.89,3.45,0.882,1,0.006,0.741,0,0,0,0,1,0.847,1,Low Risk,1,0.781,1.0,0.945
12616,7,12,F,Black,0,0,0,0,0,2.62,2.96,-0.32,0,0,3,42,,2.65,2.82,2.5,2.62,2.85,2.19,2.71,,,0.891,1,0.048,0.74,1,1,2,1,1,0.845,1,Low Risk,1,0.876,,
12617,12,18,M,Hispanic,0,0,0,0,0,2.96,3.18,-0.26,0,0,3,72,,2.92,2.5,2.97,2.96,,3.16,3.18,2.93,3.04,0.792,1,0.053,0.932,0,0,1,2,1,0.927,1,Low Risk,1,0.95,1.0,0.95
12618,6,10,F,Hispanic,1,0,0,0,0,2.6,2.58,0.29,0,0,3,36,,2.98,2.65,2.99,2.6,2.32,2.33,2.32,,,0.98,0,0.018,0.888,0,0,0,1,1,0.869,1,Low Risk,1,0.943,,
12619,0,5,F,White,1,0,0,0,0,2.94,2.94,0.0,0,0,1,0,2.6,2.78,2.97,3.41,2.94,,,,,,0.865,1,0.036,0.719,2,0,1,1,1,0.856,1,Low Risk,1,0.836,,
12620,6,11,M,White,1,0,0,0,0,3.05,2.68,0.17,0,0,3,36,,3.09,2.99,3.25,3.05,2.85,2.98,3.15,,,0.903,0,0.004,0.987,0,0,0,1,1,0.913,1,Low Risk,1,0.921,,
12621,11,16,F,Hispanic,1,0,1,1,0,3.71,3.66,-0.08,0,0,3,66,,3.54,3.55,4.0,3.71,,3.5,3.64,4.0,3.71,0.99,0,0.021,0.868,0,0,1,2,1,0.95,1,Low Risk,1,0.95,1.0,0.95
12622,1,6,M,White,1,0,0,0,0,3.28,3.13,0.3,0,0,2,6,3.19,3.5,3.38,3.06,3.28,,,,,,0.99,0,0.005,0.95,0,0,1,1,1,0.95,1,Low Risk,1,0.95,,
12623,7,12,F,Black,1,0,1,0,0,2.94,2.57,0.66,1,0,3,40,,2.84,3.3,2.79,2.94,2.76,2.63,3.33,,,0.977,0,0.041,0.907,1,0,0,1,1,0.759,1,Medium Risk,1,0.81,,
12624,4,10,M,Hispanic,1,0,0,0,1,3.85,3.17,0.67,0,0,3,24,3.99,3.77,4.0,3.65,3.85,,,,,,0.842,1,0.09,0.937,0,0,0,1,1,0.95,1,Low Risk,1,0.873,,
12625,8,13,M,Black,0,0,0,0,0,2.56,3.43,-1.33,0,0,3,48,,2.56,2.15,2.73,2.56,2.32,2.78,2.82,,,0.846,1,0.029,0.969,0,0,1,1,1,0.823,1,Low Risk,1,0.79,,
12626,9,14,M,White,0,0,0,0,0,2.99,3.01,0.37,0,0,3,54,,2.75,3.31,2.92,2.99,,3.01,3.1,3.14,2.68,0.866,1,0.035,0.979,0,0,1,1,1,0.853,1,Low Risk,1,0.844,1.0,0.95
12627,6,11,M,White,0,0,0,0,1,3.5,3.46,-0.03,0,0,3,36,,3.33,3.49,3.43,3.5,3.65,3.34,3.77,,,0.883,1,0.003,0.756,0,0,0,0,1,0.915,1,Low Risk,1,0.906,,
12628,3,8,F,White,1,0,0,0,0,2.75,3.25,-0.89,0,0,3,18,2.76,2.93,2.59,2.73,2.75,,,,,,0.949,0,0.021,0.886,0,0,1,2,1,0.95,1,Low Risk,1,0.889,,
12629,12,17,F,Asian,0,0,0,0,0,3.21,3.5,-0.76,0,0,3,72,,2.66,3.47,3.41,3.21,,3.23,3.35,3.34,2.98,0.875,1,0.029,0.82,1,0,0,1,1,0.899,1,Low Risk,1,0.916,1.0,0.95
12630,7,12,F,White,0,0,0,0,0,2.84,3.38,-0.92,0,0,3,42,,3.11,2.7,2.79,2.84,3.45,2.67,2.34,,,0.946,0,0.003,0.783,0,0,2,0,1,0.95,1,Low Risk,0,0.857,,
12631,3,8,F,Black,1,0,0,0,0,3.61,2.99,0.98,0,0,3,18,3.89,3.34,3.47,3.72,3.61,,,,,,0.868,1,0.023,1.0,0,0,0,0,1,0.897,1,Low Risk,1,0.901,,
12632,6,10,F,White,1,0,0,0,0,2.31,2.66,-0.1,0,0,3,36,,2.07,2.49,2.04,2.31,2.54,2.34,2.36,,,0.857,1,0.041,0.949,0,0,0,1,1,0.689,1,Medium Risk,1,0.701,,
12633,11,15,F,Asian,0,0,1,0,0,2.61,2.76,0.03,0,0,3,66,,2.78,3.01,2.4,2.61,,2.55,2.73,2.36,2.46,0.979,0,0.059,0.852,0,0,0,0,1,0.86,1,Low Risk,1,0.943,1.0,0.921
12634,11,15,F,Hispanic,0,0,0,0,0,2.93,3.53,-0.9,0,0,3,66,,2.93,2.52,3.36,2.93,,2.88,3.19,3.1,2.51,0.977,0,0.003,0.929,0,0,0,2,1,0.95,1,Low Risk,1,0.95,1.0,0.95
12635,1,7,M,Hispanic,1,0,0,0,0,2.1,2.78,-1.35,0,0,2,6,2.13,2.75,1.64,1.88,2.1,,,,,,0.892,1,0.038,0.885,1,0,0,1,1,0.718,1,Medium Risk,1,0.695,,
12636,10,15,M,White,0,0,0,0,0,3.09,2.95,0.63,0,0,3,60,,3.49,2.77,2.96,3.09,,3.08,3.08,2.97,3.29,0.905,0,0.011,0.925,0,0,0,2,1,0.95,1,Low Risk,1,0.95,1.0,0.95
12637,1,6,M,White,1,0,0,0,0,2.8,2.88,-0.15,0,0,2,6,2.44,2.85,3.02,2.9,2.8,,,,,,0.895,1,0.125,0.993,0,0,1,0,1,0.833,0,Low Risk,1,0.894,,
12638,0,4,F,White,1,0,0,0,0,3.18,3.18,0.0,0,0,1,0,3.77,3.21,2.84,2.9,3.18,,,,,,0.914,0,0.021,0.93,0,0,1,2,1,0.95,1,Low Risk,1,0.88,,
12639,9,14,F,Hispanic,0,0,1,0,0,3.61,3.24,0.14,0,0,3,54,,3.7,3.49,3.66,3.61,,3.87,3.18,3.74,3.66,0.858,1,0.097,0.99,0,0,1,1,1,0.904,1,Low Risk,1,0.907,1.0,0.95
12640,12,16,M,Hispanic,1,0,0,0,1,3.61,3.46,0.09,0,0,3,72,,3.55,3.95,3.3,3.61,,3.81,3.57,3.79,3.3,0.879,1,0.036,1.0,0,0,0,2,1,0.94,1,Low Risk,1,0.95,1.0,0.95
12641,7,11,F,Black,1,0,0,0,0,3.62,3.09,0.24,0,0,3,42,,3.96,3.42,3.46,3.62,3.96,3.38,3.54,,,0.981,0,0.012,0.759,1,0,0,1,1,0.95,1,Low Risk,0,0.95,,
12642,12,17,F,Hispanic,1,0,1,0,0,2.19,2.74,-1.16,0,0,3,72,,2.12,2.37,2.07,2.19,,1.68,2.11,2.82,2.18,0.99,0,0.003,0.712,0,0,2,0,1,0.801,1,Low Risk,1,0.814,1.0,0.82
12643,6,11,F,White,0,0,0,0,0,3.29,3.49,-0.38,0,0,3,36,,3.45,3.06,2.84,3.29,3.58,3.26,3.53,,,0.99,0,0.005,0.997,0,0,0,0,1,0.95,1,Low Risk,1,0.95,,
12644,0,5,F,Asian,0,0,0,0,0,3.6,3.6,0.0,0,0,1,0,3.57,4.0,3.56,3.26,3.6,,,,,,0.99,0,0.073,0.852,0,0,0,1,0,0.95,1,Low Risk,0,0.95,,
12645,7,12,F,White,1,0,0,0,0,2.62,2.69,0.85,0,0,3,42,,2.73,2.31,2.85,2.62,2.99,2.27,2.59,,,0.969,0,0.008,0.953,0,0,0,2,1,0.889,0,Low Risk,0,0.909,,
12646,8,13,F,Hispanic,1,0,0,0,0,3.56,2.72,1.4,0,0,3,48,,3.52,3.62,3.58,3.56,3.6,3.35,3.66,,,0.887,1,0.01,0.852,1,0,1,2,1,0.925,1,Low Risk,1,0.95,,
12647,12,17,M,Hispanic,1,0,0,0,0,2.72,3.38,-0.75,0,0,3,72,,2.96,3.11,2.23,2.72,,2.71,2.38,2.8,2.86,0.671,1,0.004,0.878,1,0,2,1,1,0.744,1,Medium Risk,1,0.76,1.0,0.816
12648,7,12,F,Hispanic,1,0,0,0,0,2.98,2.92,0.26,0,0,3,42,,3.2,2.46,2.79,2.98,3.26,3.1,3.05,,,0.935,0,0.012,0.806,2,0,0,2,1,0.892,1,Low Risk,1,0.847,,
12649,3,8,M,White,1,0,0,0,0,3.34,2.9,0.45,0,0,3,18,2.96,3.91,3.79,2.72,3.34,,,,,,0.848,1,0.005,0.818,0,0,0,1,1,0.89,1,Low Risk,1,0.891,,
12650,10,14,F,Hispanic,0,0,0,0,0,3.36,3.39,-0.26,0,0,3,60,,3.58,3.1,3.01,3.36,,3.41,3.12,4.0,3.32,0.99,0,0.042,0.898,0,0,0,1,1,0.95,1,Low Risk,1,0.95,1.0,0.95
12651,0,5,F,White,1,0,0,0,0,3.59,3.59,0.0,0,0,1,0,3.72,3.36,3.74,3.53,3.59,,,,,,0.844,1,0.036,0.913,0,0,0,1,1,0.95,1,Low Risk,1,0.945,,
12652,4,9,M,White,1,0,0,0,0,2.98,2.78,0.34,0,0,3,24,2.99,2.94,3.48,2.5,2.98,,,,,,0.833,1,0.019,1.0,0,0,0,1,1,0.822,1,Low Risk,1,0.772,,
12653,5,9,M,White,1,0,0,0,0,1.89,2.61,-0.86,0,0,3,30,1.51,2.25,1.98,1.82,1.89,,,,,,0.886,1,0.007,0.897,0,0,1,1,1,0.694,1,Medium Risk,1,0.686,,
12654,2,8,M,Hispanic,0,0,0,0,0,3.96,3.31,0.77,0,0,3,12,4.0,4.0,3.85,4.0,3.96,,,,,,0.929,0,0.035,0.979,0,0,1,1,0,0.95,1,Low Risk,1,0.95,,
12655,5,10,M,White,0,0,0,0,0,3.97,3.7,0.12,0,0,3,30,4.0,4.0,4.0,3.89,3.97,,,,,,0.933,0,0.005,0.79,0,0,0,1,0,0.95,1,Low Risk,1,0.95,,
12656,9,14,F,White,1,0,0,0,0,2.83,2.74,0.32,0,0,3,54,,2.9,2.72,2.56,2.83,,2.79,3.01,3.13,2.69,0.959,0,0.044,0.93,0,0,0,0,1,0.807,1,Low Risk,1,0.752,1.0,0.89
12657,2,7,F,White,1,1,0,0,0,2.93,2.78,0.58,0,0,3,12,3.37,2.85,3.14,2.36,2.93,,,,,,0.913,0,0.025,0.638,1,1,0,2,1,0.918,1,Low Risk,1,0.928,,
12658,2,6,M,Black,0,0,0,0,0,3.88,3.96,-0.12,0,0,3,12,3.67,4.0,3.94,3.91,3.88,,,,,,0.922,0,0.018,0.897,0,0,0,2,1,0.95,1,Low Risk,1,0.88,,
12659,6,11,M,White,0,0,0,0,0,3.14,3.22,0.21,0,0,3,36,,3.16,3.16,3.08,3.14,3.13,3.14,3.17,,,0.99,0,0.001,0.92,1,1,0,1,1,0.95,1,Low Risk,1,0.95,,
12660,0,6,F,Hispanic,1,0,0,0,0,2.74,2.74,0.0,0,0,1,0,2.78,3.21,2.59,2.39,2.74,,,,,,0.84,1,0.017,0.975,0,0,0,0,1,0.788,1,Medium Risk,1,0.82,,
12661,9,14,M,Hispanic,0,0,0,0,0,3.02,3.16,-0.09,0,0,3,54,,3.15,2.65,3.04,3.02,,3.18,3.25,2.92,2.94,0.864,1,0.009,1.0,0,0,0,0,0,0.787,1,Medium Risk,1,0.719,1.0,0.889
12662,3,8,M,Hispanic,0,0,0,0,0,4.0,4.0,0.0,0,0,3,18,4.0,4.0,4.0,4.0,4.0,,,,,,0.934,0,0.005,0.847,1,0,0,1,1,0.95,1,Low Risk,1,0.95,,
12663,5,10,F,Black,0,0,0,0,0,3.68,3.58,-0.1,0,0,3,30,3.4,3.65,3.68,3.97,3.68,,,,,,0.99,0,0.002,0.948,0,0,0,2,1,0.95,1,Low Risk,1,0.95,,
12664,7,12,M,Black,0,0,0,0,0,3.82,3.79,0.23,0,0,3,42,,4.0,3.51,4.0,3.82,3.41,4.0,4.0,,,0.909,0,0.026,0.831,2,1,2,1,1,0.95,1,Low Risk,1,0.95,,
12665,5,10,M,Black,1,0,0,0,0,2.92,3.58,-1.04,0,0,3,30,3.63,2.38,2.93,2.73,2.92,,,,,,0.835,1,0.01,0.939,1,0,0,1,1,0.784,1,Medium Risk,1,0.836,,
12666,8,13,M,White,0,0,1,0,0,3.12,3.25,-0.72,0,0,3,48,,3.11,3.53,3.1,3.12,3.41,2.68,2.89,,,0.94,0,0.077,0.894,0,0,1,0,1,0.95,1,Low Risk,1,0.95,,
12667,11,16,F,White,0,0,0,0,0,2.71,3.42,-0.86,0,0,3,66,,2.38,2.32,2.9,2.71,,2.62,2.89,2.91,2.92,0.886,1,0.0,0.987,0,0,2,1,1,0.887,1,Low Risk,1,0.85,1.0,0.95
12668,6,11,M,Hispanic,0,1,1,0,0,1.56,2.69,-1.74,0,0,3,36,,1.24,1.53,1.71,1.56,1.52,1.69,1.66,,,0.901,0,0.004,0.792,0,0,0,0,1,0.629,1,Medium Risk,0,0.618,,
12669,2,7,M,Black,1,1,0,0,0,2.92,2.9,0.88,0,0,3,12,3.03,2.99,2.94,2.74,2.92,,,,,,0.975,0,0.006,0.82,1,0,0,1,1,0.896,1,Low Risk,1,0.867,,
12670,6,11,F,Hispanic,1,0,0,0,0,2.75,3.05,0.32,0,0,3,36,,2.79,2.63,2.47,2.75,3.11,2.59,2.92,,,0.892,1,0.08,1.0,0,0,0,0,1,0.725,1,Medium Risk,0,0.719,,
12671,12,17,M,Hispanic,0,0,0,0,0,3.66,3.55,0.3,0,0,3,72,,3.86,3.86,3.25,3.66,,4.0,3.25,3.88,3.51,0.837,1,0.015,0.834,0,0,0,2,1,0.95,1,Low Risk,1,0.93,1.0,0.95
12672,6,11,M,White,0,0,0,0,0,3.82,3.39,1.2,0,0,3,36,,3.57,4.0,4.0,3.82,3.55,3.78,4.0,,,0.947,0,0.001,1.0,0,0,2,2,1,0.95,1,Low Risk,1,0.95,,
12673,1,7,F,White,0,0,1,0,0,2.11,2.82,-1.41,0,0,2,6,1.97,2.16,2.15,2.17,2.11,,,,,,0.99,0,0.008,1.0,0,0,0,0,1,0.868,1,Low Risk,1,0.897,,
